City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
438,verkhnevilyuysk,63.4453,120.3167,-1.6,89,75,1.95,RU,1697956985
439,nieuw amsterdam,5.8833,-55.0833,27.23,88,100,4.14,SR,1697956986
440,iturama,-19.7281,-50.1956,22.76,61,0,3.42,BR,1697956987
441,kamyzyak,46.11,48.0736,6.99,65,0,5.0,RU,1697956766
442,dimapur,25.9,93.7333,29.99,70,40,3.09,IN,1697956822
443,ballina,-28.8667,153.5667,24.63,67,8,9.52,AU,1697956988
444,isangel,-19.55,169.2667,25.06,73,75,1.03,VU,1697956989
445,ain sefra,32.75,-0.5833,13.05,54,48,1.63,DZ,1697956990
446,biltine,14.5333,20.9167,29.98,15,2,8.01,TD,1697956990
447,asau,46.4333,26.4,14.51,40,90,3.41,RO,1697956991
448,kalaleh,37.3807,55.4916,19.78,68,40,0.0,IR,1697956991
449,whitefish,48.4111,-114.3376,9.38,87,40,0.0,US,1697956870
450,thakurganj,26.45,88.1333,31.34,46,0,1.42,IN,1697956993
451,lionel town,17.8101,-77.2406,28.94,86,100,1.65,JM,1697956993
452,kilinochchi,9.3961,80.3982,31.55,54,70,3.88,LK,1697956994
453,tobruk,32.0836,23.9764,22.87,68,0,3.26,LY,1697956994
454,brookings,44.3114,-96.7984,6.7,83,19,1.38,US,1697956759
455,karatau,43.1667,70.4667,19.24,39,5,11.26,KZ,1697956995
456,borzya,50.3833,116.5167,12.8,27,7,6.01,RU,1697956996
457,bardai,11.65,7.2333,23.69,28,76,3.29,NG,1697956997
458,juan griego,11.0817,-63.9655,26.96,82,100,1.24,VE,1697956997
459,san felipe,10.3399,-68.7425,22.65,97,100,0.7,VE,1697956998
460,mezhdurechenskiy,59.6,65.9333,1.23,61,74,4.19,RU,1697956998
461,pacific grove,36.6177,-121.9166,14.38,81,2,1.79,US,1697956999
462,saudarkrokur,65.7461,-19.6394,0.82,82,100,2.62,IS,1697956999
463,natal,-5.795,-35.2094,24.12,94,75,1.54,BR,1697957000
464,bondo,3.8146,23.6866,28.53,57,16,1.16,CD,1697957001
465,taulaga,-11.0553,-171.0883,28.42,72,92,1.99,AS,1697957002
466,nouadhibou,20.931,-17.0347,21.99,88,20,1.54,MR,1697957002
467,ola,59.5833,151.2833,1.75,99,100,3.67,RU,1697957003
468,zajecar,43.9036,22.2641,20.24,53,100,1.97,RS,1697957004
469,tangalle,6.024,80.7911,28.51,70,96,3.71,LK,1697957004
470,bikenibeu village,1.3673,173.1241,26.98,94,75,0.51,KI,1697957005
471,antigo,45.1402,-89.1523,1.4,93,40,2.06,US,1697957005
472,pimentel,-6.8367,-79.9342,22.16,73,100,3.6,PE,1697957006
473,katabu,-4.9333,122.5167,32.78,47,39,1.88,ID,1697957006
474,daru,-9.0763,143.2092,25.37,73,100,4.37,PG,1697957007
475,happy valley-goose bay,53.3168,-60.3315,6.17,75,100,3.6,CA,1697957008
476,bengkulu,-3.8004,102.2655,27.43,75,100,3.27,ID,1697957008
477,ulety,51.3572,112.4849,12.98,31,9,2.89,RU,1697957009
478,kuanda,56.3161,116.0806,4.27,45,24,0.34,RU,1697957009
479,mariehamn,60.0973,19.9348,4.92,93,75,3.6,AX,1697957010
480,colonia,50.9333,6.95,13.23,86,100,2.57,DE,1697957010
481,labytnangi,66.6572,66.4183,-2.94,76,2,6.23,RU,1697956749
482,prado,-17.3411,-39.2208,23.51,77,100,3.01,BR,1697957012
483,namibe,-15.1961,12.1522,23.26,73,4,1.42,AO,1697957012
484,oranjemund,-28.55,16.4333,20.49,61,15,2.2,NA,1697957013
485,luocheng,29.3848,104.0286,23.06,43,38,2.42,CN,1697957014
486,tekeli,44.83,78.8239,16.87,40,48,2.24,KZ,1697957015
487,lensk,60.7253,114.9278,3.41,74,100,2.54,RU,1697957016
488,senahu,15.4,-89.8333,15.31,99,91,0.51,GT,1697957016
489,mongagua,-24.0931,-46.6208,20.92,91,91,2.89,BR,1697957017
490,revda,56.801,59.9303,0.08,61,96,5.6,RU,1697957017
491,itaituba,-4.2761,-55.9836,25.52,70,13,1.07,BR,1697956988
492,mandiana,10.6333,-8.6833,23.03,90,75,0.17,GN,1697956719
493,embi,48.8264,58.1442,5.28,71,100,11.89,KZ,1697957019
494,kolyshley,52.7005,44.5367,2.24,51,51,1.94,RU,1697957020
495,juneau,58.3019,-134.4197,1.79,97,0,0.0,US,1697957020
496,recani,31.2846,-4.2688,17.74,37,87,1.08,MA,1697957021
497,taoudenni,22.6783,-3.9836,29.71,23,5,2.28,ML,1697957021
498,kodinsk,58.6881,99.1844,4.32,64,99,7.96,RU,1697957022
499,hithadhoo,-0.6,73.0833,27.44,77,57,7.09,MV,1697957022
500,mongoumba,3.6415,18.5936,27.64,72,78,0.98,CF,1697957023
501,zanjan,36.6736,48.4787,16.83,31,40,0.0,IR,1697957024
502,walvis bay,-22.9575,14.5053,14.53,88,100,3.09,NA,1697957024
503,nova sintra,14.8667,-24.7167,23.65,74,82,4.62,CV,1697957025
504,lompoc,34.6391,-120.4579,13.29,86,0,7.15,US,1697956876
505,gornopravdinsk,60.05,69.9,0.02,71,100,3.29,RU,1697957026
506,sao vicente,-23.9631,-46.3919,22.1,26,90,2.47,BR,1697957026
507,souk ahras,36.2864,7.9511,14.92,68,61,2.06,DZ,1697957027
508,laguna,38.421,-121.4238,16.36,77,0,4.12,US,1697957027
509,preobrazheniye,42.9019,133.9064,9.78,57,3,4.63,RU,1697957028
510,guatrache,-37.6678,-63.5302,14.33,93,100,4.32,AR,1697956940
511,nar'yan-mar,67.6713,53.087,0.04,80,90,9.34,RU,1697957029
512,cankaya,39.9179,32.8627,23.34,51,0,0.0,TR,1697957030
513,turuntayevo,52.2,107.6167,11.05,55,100,3.61,RU,1697957030
514,anqing,30.5092,117.0506,24.15,25,0,1.04,CN,1697957031
515,nikolayevsk-on-amure,53.1406,140.73,1.19,49,100,6.1,RU,1697957031
516,shetpe,44.1667,52.1167,9.75,65,56,8.03,KZ,1697957032
517,trincomalee,8.5711,81.2335,29.26,67,51,2.76,LK,1697957032
518,nagqu,31.5,92.0,3.89,36,100,5.26,CN,1697957033
519,cill airne,52.05,-9.5167,6.91,92,67,1.21,IE,1697957033
520,mont-tremblant,46.1949,-74.6264,5.76,100,100,1.03,CA,1697956739
521,carbonear,47.7332,-53.2148,17.01,99,100,3.06,CA,1697957034
522,nizhneangarsk,55.7833,109.55,3.81,59,100,2.01,RU,1697957035
523,broome,42.2506,-75.833,9.7,85,100,7.2,US,1697957036
524,areia branca,-4.9561,-37.1369,24.05,86,20,5.68,BR,1697957036
525,nabire,-3.3667,135.4833,29.32,73,39,2.19,ID,1697957037
526,zhosaly,45.4878,64.0781,13.28,56,100,12.76,KZ,1697957037
527,stuarts draft,38.0301,-79.0336,10.01,66,0,2.06,US,1697957038
528,aral,40.5156,81.2636,18.61,16,81,0.85,CN,1697957038
529,la passe,45.5549,-0.8967,12.21,76,100,2.9,FR,1697957039
530,saipan,15.1355,145.701,30.39,70,20,6.17,MP,1697957039
531,tharyarwady,17.65,95.8,31.27,67,100,1.21,MM,1697957040
532,palmer,42.1584,-72.3287,12.36,69,75,7.72,US,1697957041
533,alice springs,-23.7,133.8833,30.75,12,0,4.12,AU,1697957041
534,malango,-2.9627,119.9001,25.43,75,77,1.39,ID,1697957042
535,akrehamn,59.2667,5.1833,9.67,53,0,10.8,NO,1697957042
536,tamanrasset,22.785,5.5228,17.95,22,0,2.06,DZ,1697957043
537,tongouson,5.0214,120.1328,29.19,69,85,0.9,PH,1697957044
538,kinango,-4.1372,39.3153,28.06,50,35,3.47,KE,1697957044
539,bontang,0.1333,117.5,29.76,66,12,3.38,ID,1697957045
540,huaicheng,23.9051,112.1931,18.19,91,100,0.41,CN,1697957046
541,pandan,14.0453,124.1694,29.17,74,53,3.8,PH,1697957046
542,san ignacio de velasco,-16.3667,-60.95,25.71,39,64,1.34,BO,1697957047
543,braganca,-1.0536,-46.7656,25.9,83,19,2.75,BR,1697957047
544,whitby,54.4877,-0.615,7.15,89,100,0.45,GB,1697956954
545,ketchikan,55.3422,-131.6461,8.99,81,100,2.57,US,1697957048
546,damascus,33.5102,36.2913,24.02,29,100,4.25,SY,1697957049
547,toliara,-23.35,43.6667,28.26,50,0,4.86,MG,1697957050
548,basco,20.4487,121.9702,27.88,77,12,9.58,PH,1697957050
549,jogeva,58.7467,26.3939,2.6,96,100,3.21,EE,1697957051
550,okhotsk,59.3833,143.3,2.09,93,100,15.4,RU,1697957051
551,mwatate,-3.5029,38.3795,25.73,49,36,3.51,KE,1697957052
552,targuist,34.9377,-4.3186,13.97,60,91,1.15,MA,1697957053
553,moissala,8.3404,17.7663,28.0,64,40,1.26,TD,1697957053
554,hanzhong,33.0728,107.0303,20.5,53,7,1.36,CN,1697956857
555,kamogawa,35.1,140.1,17.48,54,24,2.32,JP,1697957055
556,tanguieta,10.6212,1.2665,26.27,64,5,0.42,BJ,1697957055
557,touros,-5.1989,-35.4608,25.09,78,74,5.07,BR,1697957056
558,tommot,58.9564,126.2925,-0.59,83,100,3.81,RU,1697957057
559,nova vicosa,-17.8919,-39.3719,23.46,80,100,3.5,BR,1697957057
560,lenino,45.2986,35.7771,20.41,70,15,4.92,UA,1697957058
561,zeya,53.75,127.2667,3.85,46,5,4.69,RU,1697957058
562,mushie,-3.0167,16.9,24.79,89,100,1.17,CD,1697957059
563,cabo san lucas,22.8909,-109.9124,25.98,90,100,3.13,MX,1697956532
564,kiama,-34.6833,150.8667,25.14,32,0,6.26,AU,1697957060
565,tiquipaya,-17.3382,-66.2189,14.98,44,52,2.06,BO,1697957061
566,port saint john's,-31.6229,29.5448,17.18,80,100,5.56,ZA,1697957061
567,mulayjah,27.271,48.4242,32.3,23,17,2.31,SA,1697957062
568,la tuque,47.4334,-72.7824,12.14,94,100,2.06,CA,1697956989
569,kayangel,8.0823,134.7173,28.83,72,9,1.27,PW,1697957063
570,eden,36.4885,-79.7667,13.68,81,0,0.0,US,1697957064
571,magadi,12.9667,77.2333,31.14,47,81,3.71,IN,1697957064
572,la foa,-21.7108,165.8276,23.08,68,56,4.35,NC,1697957065
573,takoradi,4.8845,-1.7554,25.53,88,97,1.99,GH,1697957066
574,bejaia,36.7559,5.0843,15.6,72,0,4.12,DZ,1697957066
575,maintirano,-18.0667,44.0167,30.37,54,5,5.23,MG,1697957067
576,bambanglipuro,-7.95,110.2833,29.14,63,9,6.29,ID,1697957067
577,harstad,68.799,16.5293,1.45,94,22,3.13,NO,1697957068
578,yelizovo,53.1873,158.3805,9.08,61,75,2.0,RU,1697956900
